# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
C1orf127	ENSG00000175262	ENST00000520253	protein_coding	0	3	2	142	0	0	0	0	0	0	0	20	0	94	2	0	0	0	0	1	0	0	0	0	0	2	29
C1orf131	ENSG00000143633	ENST00000318906	protein_coding	0	0	0	35	1	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf131	ENSG00000143633	ENST00000366649	protein_coding	0	0	0	35	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf131	ENSG00000143633	ENST00000366651	protein_coding	0	0	0	35	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf131	ENSG00000143633	ENST00000451322	protein_coding	0	0	0	35	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf131	ENSG00000143633	ENST00000462669	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7
C1orf131	ENSG00000143633	ENST00000471936	processed_transcript	0	0	0	21	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11
C1orf131	ENSG00000143633	ENST00000486384	processed_transcript	0	0	0	32	0	0	0	0	0	0	0	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	8
C1orf131	ENSG00000143633	ENST00000495795	processed_transcript	0	0	0	18	0	0	0	0	0	0	0	7	0	5	0	1	0	0	0	0	0	0	0	0	0	0	5
C1orf141	ENSG00000203963	ENST00000371004	retained_intron	0	0	0	204	0	0	0	0	0	0	0	23	0	143	0	27	0	0	0	0	0	0	0	0	0	0	11
C1orf141	ENSG00000203963	ENST00000371006	protein_coding	0	2	3	180	6	0	0	0	0	0	0	22	0	140	3	0	0	0	0	0	0	0	0	0	0	2	12
C1orf141	ENSG00000203963	ENST00000371007	protein_coding	0	2	3	409	6	0	0	0	0	0	0	22	0	373	3	0	0	0	0	0	0	0	0	0	0	2	8
C1orf141	ENSG00000203963	ENST00000448166	protein_coding	0	0	2	406	0	0	0	0	0	0	0	25	0	373	2	0	0	0	0	0	0	0	0	0	0	0	8
C1orf141	ENSG00000203963	ENST00000475209	protein_coding	0	0	0	185	9	0	0	0	0	0	0	22	0	142	0	0	0	0	0	0	0	0	0	0	0	0	12
C1orf141	ENSG00000203963	ENST00000544837	nonsense_mediated_decay	0	0	0	207	6	0	0	0	0	0	0	24	0	160	0	6	0	0	0	0	0	0	0	0	0	0	11
C1orf141	ENSG00000203963	ENST00000603691	protein_coding	0	0	0	189	0	0	0	0	0	0	0	35	0	143	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf141	ENSG00000203963	ENST00000621590	protein_coding	0	0	0	184	27	0	0	0	0	0	0	23	0	122	0	0	0	0	0	0	0	0	0	0	0	0	12
C1orf141	ENSG00000203963	ENST00000684719	protein_coding	0	2	3	200	6	0	0	0	0	0	0	22	0	161	3	0	0	0	0	0	0	0	0	0	0	2	11
C1orf146	ENSG00000203910	ENST00000370373	protein_coding	0	0	0	79	0	0	1	0	0	0	0	11	0	59	0	0	0	0	0	0	0	0	0	0	0	0	8
C1orf146	ENSG00000203910	ENST00000370375	protein_coding	0	0	0	80	0	0	0	0	0	0	0	11	0	60	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf147	ENSG00000162888	ENST00000367119		0	0	0	65	0	0	0	0	0	0	0	9	0	33	0	7	0	0	0	0	0	0	0	0	0	0	16
C1orf158	ENSG00000157330	ENST00000376210	protein_coding	0	0	1	91	1	0	0	0	0	0	0	20	0	47	1	0	0	0	0	0	0	0	0	0	0	0	23
C1orf158	ENSG00000157330	ENST00000474179	processed_transcript	0	0	0	67	0	0	0	0	0	0	0	15	0	23	0	5	0	0	0	0	0	0	0	0	0	0	24
C1orf158	ENSG00000157330	ENST00000614859	protein_coding	0	0	2	96	12	0	3	0	0	0	0	14	0	46	2	0	0	0	0	0	0	0	0	0	0	0	21
C1orf159	ENSG00000131591	ENST00000379319	protein_coding	0	1	0	111	0	0	0	0	0	0	0	16	0	78	0	0	0	0	0	0	0	0	0	0	0	1	17
C1orf159	ENSG00000131591	ENST00000379320	protein_coding	0	1	0	58	0	0	1	0	0	0	0	16	0	28	0	0	0	0	0	0	0	0	0	0	0	1	13
C1orf159	ENSG00000131591	ENST00000379325	nonsense_mediated_decay	0	0	0	168	3	0	0	0	0	0	0	15	0	114	0	4	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000379339	protein_coding	0	1	1	163	3	0	0	0	0	0	0	15	0	113	1	0	0	0	0	0	0	0	0	0	0	1	32
C1orf159	ENSG00000131591	ENST00000421241	protein_coding	0	1	0	164	3	0	0	0	0	0	0	15	0	114	0	0	0	0	0	0	0	0	0	0	0	1	32
C1orf159	ENSG00000131591	ENST00000427787	protein_coding	0	1	0	36	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	1	12
C1orf159	ENSG00000131591	ENST00000434641	protein_coding	0	1	0	162	0	0	0	0	0	0	0	16	0	114	0	0	0	0	0	0	0	0	0	0	0	1	32
C1orf159	ENSG00000131591	ENST00000442117	protein_coding	0	0	0	44	0	0	0	0	0	0	0	15	0	17	0	0	0	0	0	0	0	0	0	0	0	0	12
C1orf159	ENSG00000131591	ENST00000462097	protein_coding	0	0	0	149	0	0	1	0	0	0	0	16	0	100	0	0	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000464905	processed_transcript	0	0	0	35	0	0	0	0	0	0	0	16	0	3	0	1	0	0	0	0	0	0	0	0	0	0	15
C1orf159	ENSG00000131591	ENST00000465822	retained_intron	0	0	0	61	0	0	0	0	0	0	0	15	0	29	0	4	0	0	0	0	0	0	0	0	0	0	13
C1orf159	ENSG00000131591	ENST00000467751	nonsense_mediated_decay	0	0	0	169	4	0	0	0	0	0	0	15	0	113	0	5	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000472741	retained_intron	0	0	0	136	0	0	0	0	0	0	0	15	0	86	0	3	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000473600	retained_intron	0	0	0	44	0	0	0	0	0	0	0	16	0	14	0	1	0	0	0	0	0	0	0	0	0	0	13
C1orf159	ENSG00000131591	ENST00000475119	protein_coding	0	0	0	149	0	0	1	0	0	0	0	16	0	100	0	0	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000477196	nonsense_mediated_decay	0	0	0	172	7	0	0	0	0	0	0	15	0	109	0	9	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000480643	protein_coding	0	0	0	133	0	0	0	0	0	0	0	15	0	86	0	0	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000482816	processed_transcript	0	0	0	163	0	0	0	0	0	0	0	19	0	111	0	1	0	0	0	0	0	0	0	0	0	0	32
C1orf159	ENSG00000131591	ENST00000487177	retained_intron	0	0	0	50	0	0	0	0	0	0	0	15	0	11	0	7	0	0	0	0	0	0	0	0	0	0	17
C1orf162	ENSG00000143110	ENST00000343534	protein_coding	0	0	1	38	1	0	0	0	0	0	0	15	0	9	1	0	0	0	0	0	0	0	0	0	0	0	13
C1orf162	ENSG00000143110	ENST00000369718	protein_coding	0	0	1	38	1	0	0	0	0	0	0	15	0	9	1	0	0	0	0	0	0	0	0	0	0	0	13
C1orf162	ENSG00000143110	ENST00000464591	processed_transcript	0	0	0	37	0	0	0	0	0	0	0	15	0	7	0	4	0	0	0	0	0	0	0	0	0	0	11
C1orf167	ENSG00000215910	ENST00000312793	protein_coding	0	1	5	78	0	0	0	0	0	0	0	7	0	56	5	0	0	0	0	0	0	0	0	0	0	1	15
C1orf167	ENSG00000215910	ENST00000433342	protein_coding	0	2	9	103	0	0	2	0	0	0	0	7	0	83	9	0	0	0	0	0	0	0	0	0	0	2	11
C1orf167	ENSG00000215910	ENST00000444493	protein_coding	0	0	3	56	0	0	0	0	0	0	0	7	0	24	3	0	0	0	0	0	0	0	0	0	0	0	25
C1orf167	ENSG00000215910	ENST00000449278	protein_coding	0	2	1	51	0	0	0	0	0	0	0	7	0	23	1	0	0	0	0	0	0	0	0	0	0	2	21
C1orf167	ENSG00000215910	ENST00000475041	retained_intron	0	0	0	29	0	0	0	0	0	0	0	7	0	5	0	1	0	0	0	0	0	0	0	0	0	0	16
C1orf167	ENSG00000215910	ENST00000482358	processed_transcript	0	0	0	21	0	0	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	12
C1orf167	ENSG00000215910	ENST00000484153	processed_transcript	0	0	0	84	0	0	0	0	0	0	0	16	0	36	0	13	0	0	0	0	0	0	0	0	0	0	19
C1orf167	ENSG00000215910	ENST00000688073	protein_coding	0	4	9	102	0	1	2	0	0	0	0	7	0	82	9	0	0	0	0	1	0	0	0	0	0	2	11
C1orf167-AS1	ENSG00000177553	ENST00000376620		0	0	0	51	0	0	0	0	0	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15
C1orf174	ENSG00000198912	ENST00000361605	protein_coding	0	2	1	61	2	0	0	0	0	0	0	11	0	28	1	0	0	0	0	1	0	0	0	0	0	1	21
C1orf174	ENSG00000198912	ENST00000474140	retained_intron	0	1	0	63	0	0	0	0	0	0	0	11	0	24	0	8	0	0	0	1	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000486765	processed_transcript	0	1	0	63	0	0	0	0	0	0	0	11	0	26	0	6	0	0	0	1	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000679703	nonsense_mediated_decay	0	1	0	68	5	0	0	0	0	0	0	11	0	26	0	6	0	0	0	1	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000679929	processed_transcript	0	0	0	62	0	0	0	0	0	0	0	14	0	24	0	3	0	0	0	0	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000679946	nonsense_mediated_decay	0	1	0	69	6	0	0	0	0	0	0	11	0	26	0	6	0	0	0	1	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000680054	nonsense_mediated_decay	0	1	0	66	3	0	0	0	0	0	0	11	0	27	0	5	0	0	0	1	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000680169	protein_coding	0	2	0	63	2	1	2	0	0	0	0	11	0	28	0	0	0	0	0	1	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000680279	nonsense_mediated_decay	0	1	0	67	4	0	0	0	0	0	0	11	0	26	0	6	0	0	0	1	0	0	0	0	0	0	21
C1orf174	ENSG00000198912	ENST00000680535	protein_coding	0	1	2	60	3	0	0	0	0	0	0	11	0	25	2	0	0	0	0	0	0	0	0	0	0	1	21
C1orf174	ENSG00000198912	ENST00000681823	nonsense_mediated_decay	0	1	0	67	4	0	0	0	0	0	0	11	0	27	0	5	0	0	0	1	0	0	0	0	0	0	21
C1orf185	ENSG00000204006	ENST00000371759	protein_coding	0	0	0	99	0	0	0	0	0	0	0	12	0	78	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf185	ENSG00000204006	ENST00000467127	protein_coding	0	0	0	98	0	0	0	0	0	0	0	11	0	78	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf185	ENSG00000204006	ENST00000474016	processed_transcript	0	0	0	71	0	0	0	0	0	0	0	4	0	58	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf185	ENSG00000204006	ENST00000648827	protein_coding	0	0	0	98	0	0	0	0	0	0	0	11	0	78	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf189	ENSG00000163263	ENST00000368525	protein_coding	0	0	0	28	0	0	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf194	ENSG00000179902	ENST00000369942	retained_intron	0	0	0	51	0	0	0	0	0	0	0	20	0	22	0	1	0	0	0	0	0	0	0	0	0	0	8
C1orf194	ENSG00000179902	ENST00000369945	protein_coding	0	0	0	50	0	0	0	0	0	0	0	20	0	18	0	0	0	0	0	0	0	0	0	0	0	0	12
C1orf194	ENSG00000179902	ENST00000369948	protein_coding	0	0	0	50	0	0	0	0	0	0	0	20	0	18	0	0	0	0	0	0	0	0	0	0	0	0	12
C1orf194	ENSG00000179902	ENST00000369949	protein_coding	0	0	0	51	0	0	1	0	0	0	0	20	0	22	0	0	0	0	0	0	0	0	0	0	0	0	8
C1orf194	ENSG00000179902	ENST00000460065	nonsense_mediated_decay	0	0	0	50	0	0	0	0	0	0	0	20	0	18	0	0	0	0	0	0	0	0	0	0	0	0	12
C1orf194	ENSG00000179902	ENST00000462402	nonsense_mediated_decay	0	0	0	52	0	0	1	0	0	0	0	20	0	22	0	1	0	0	0	0	0	0	0	0	0	0	8
C1orf198	ENSG00000119280	ENST00000366663	protein_coding	0	1	1	114	8	0	0	0	0	0	0	11	0	87	1	0	0	0	0	0	0	0	0	0	0	1	8
C1orf198	ENSG00000119280	ENST00000427697	protein_coding	0	1	1	115	8	0	1	0	0	0	0	11	0	89	1	0	0	0	0	0	0	0	0	0	0	1	6
C1orf198	ENSG00000119280	ENST00000470540	protein_coding	0	1	1	116	8	0	0	0	0	0	0	11	0	90	1	0	0	0	0	0	0	0	0	0	0	1	7
C1orf198	ENSG00000119280	ENST00000519360	retained_intron	0	0	0	74	0	0	0	0	0	0	0	15	0	48	0	1	0	0	0	0	0	0	0	0	0	0	10
C1orf198	ENSG00000119280	ENST00000521263	retained_intron	0	0	0	23	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7
C1orf198	ENSG00000119280	ENST00000522201	protein_coding	0	0	0	102	0	0	0	0	0	0	0	15	0	80	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf198	ENSG00000119280	ENST00000523410	protein_coding	0	1	1	82	1	0	1	0	0	0	0	13	0	57	1	0	0	0	0	0	0	0	0	0	0	1	10
C1orf21	ENSG00000116667	ENST00000235307	protein_coding	0	0	0	403	8	0	0	0	0	0	0	9	0	375	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf21	ENSG00000116667	ENST00000367514	processed_transcript	0	0	0	86	0	0	0	0	0	0	0	4	0	73	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf21	ENSG00000116667	ENST00000477517	processed_transcript	0	0	0	25	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf21	ENSG00000116667	ENST00000489143	processed_transcript	0	0	0	104	0	0	0	0	0	0	0	4	0	87	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf21	ENSG00000116667	ENST00000648109	nonsense_mediated_decay	0	0	0	390	1	0	0	0	0	0	0	6	0	375	0	1	0	0	0	0	0	0	0	0	0	0	7
C1orf21	ENSG00000116667	ENST00000675061	nonsense_mediated_decay	0	0	0	389	1	0	0	0	0	0	0	6	0	375	0	1	0	0	0	0	0	0	0	0	0	0	6
C1orf21	ENSG00000116667	ENST00000675148	nonsense_mediated_decay	0	0	0	214	1	0	0	0	0	0	0	6	0	200	0	1	0	0	0	0	0	0	0	0	0	0	6
C1orf21	ENSG00000116667	ENST00000675405	processed_transcript	0	0	0	182	0	0	0	0	0	0	0	6	0	167	0	2	0	0	0	0	0	0	0	0	0	0	7
C1orf21-DT	ENSG00000271387	ENST00000605589		0	0	0	18	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
C1orf210	ENSG00000253313	ENST00000423420	protein_coding	0	0	0	18	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf210	ENSG00000253313	ENST00000523677	protein_coding	0	0	0	18	4	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf216	ENSG00000142686	ENST00000270815	protein_coding	0	0	0	33	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
C1orf216	ENSG00000142686	ENST00000453178	processed_transcript	0	0	0	23	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
C1orf216	ENSG00000142686	ENST00000503824	processed_transcript	0	0	0	18	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
C1orf220	ENSG00000213057	ENST00000367638		0	0	0	55	0	0	0	0	0	0	0	21	0	10	0	5	0	0	0	0	0	0	0	0	0	0	19
C1orf220	ENSG00000213057	ENST00000521244		0	1	0	64	0	0	0	0	0	0	0	17	0	17	0	10	0	0	0	1	0	0	0	0	0	0	21
C1orf226	ENSG00000239887	ENST00000426197	protein_coding	0	1	0	40	0	1	2	0	0	0	0	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	15
C1orf226	ENSG00000239887	ENST00000458626	protein_coding	0	0	0	37	10	0	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8
C1orf232	ENSG00000282872	ENST00000634842	protein_coding	0	1	1	42	0	0	1	0	0	0	0	5	0	12	1	0	0	0	0	0	0	0	0	0	0	1	24
C1orf232	ENSG00000282872	ENST00000635463	protein_coding	0	0	0	40	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	24
C1orf35	ENSG00000143793	ENST00000272139	protein_coding	0	0	0	14	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf35	ENSG00000143793	ENST00000465199	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf35	ENSG00000143793	ENST00000469781	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
C1orf35	ENSG00000143793	ENST00000472617	processed_transcript	0	0	0	18	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8
C1orf35	ENSG00000143793	ENST00000485896	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
C1orf35	ENSG00000143793	ENST00000491293	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
C1orf35	ENSG00000143793	ENST00000492757	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000350592	protein_coding	0	0	0	45	2	0	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000362076	protein_coding	0	0	0	45	2	0	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000368516	protein_coding	0	0	0	35	1	0	0	0	0	0	0	10	0	19	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000368518	protein_coding	0	0	0	35	1	0	0	0	0	0	0	10	0	19	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000368519	protein_coding	0	0	0	44	2	0	0	0	0	0	0	9	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000368521	protein_coding	0	0	0	45	2	0	0	0	0	0	0	10	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000470180	nonsense_mediated_decay	0	0	0	47	2	0	0	0	0	0	0	10	0	28	0	2	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000483282	processed_transcript	0	0	0	23	0	0	0	0	0	0	0	10	0	1	0	1	0	0	0	0	0	0	0	0	0	0	11
C1orf43	ENSG00000143612	ENST00000493814	processed_transcript	0	0	0	33	0	0	0	0	0	0	0	11	0	9	0	1	0	0	0	0	0	0	0	0	0	0	12
C1orf43	ENSG00000143612	ENST00000640799	protein_coding	0	0	0	44	2	0	0	0	0	0	0	9	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf43	ENSG00000143612	ENST00000648267	nonsense_mediated_decay	0	0	0	47	2	0	0	0	0	0	0	10	0	28	0	2	0	0	0	0	0	0	0	0	0	0	5
C1orf50	ENSG00000164008	ENST00000372525	protein_coding	0	0	0	50	8	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000468913	processed_transcript	0	0	0	38	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	17
C1orf50	ENSG00000164008	ENST00000494155	retained_intron	0	0	0	23	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
C1orf50	ENSG00000164008	ENST00000650521	nonsense_mediated_decay	0	0	0	41	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000685942	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000687946	nonsense_mediated_decay	0	0	0	41	0	0	0	0	0	0	0	15	0	12	0	1	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000691126	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000691927	processed_transcript	0	0	0	30	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000692016	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000692952	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf50	ENSG00000164008	ENST00000693399	retained_intron	0	0	0	32	0	0	0	0	0	0	0	7	0	11	0	1	0	0	0	0	0	0	0	0	0	0	13
C1orf52	ENSG00000162642	ENST00000294661	processed_transcript	0	0	0	35	0	0	0	0	0	0	0	4	0	17	0	5	0	0	0	0	0	0	0	0	0	0	9
C1orf52	ENSG00000162642	ENST00000344356	protein_coding	0	0	0	26	0	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf52	ENSG00000162642	ENST00000471115	protein_coding	0	0	0	34	4	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf52	ENSG00000162642	ENST00000493514	processed_transcript	0	0	0	26	0	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf53	ENSG00000203724	ENST00000367393	protein_coding	0	2	0	19	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	2	6
C1orf53	ENSG00000203724	ENST00000436652	protein_coding	0	1	0	20	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	1	6
C1orf53	ENSG00000203724	ENST00000542800	processed_transcript	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8
C1orf54	ENSG00000118292	ENST00000369098	protein_coding	0	0	0	35	0	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf54	ENSG00000118292	ENST00000369099	protein_coding	0	0	0	35	0	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf54	ENSG00000118292	ENST00000369102	protein_coding	0	0	0	37	0	0	0	0	0	0	0	8	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf56	ENSG00000143443	ENST00000368926	protein_coding	0	0	0	29	2	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10
C1orf56	ENSG00000143443	ENST00000465135	processed_transcript	0	0	0	28	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8
C1orf56	ENSG00000143443	ENST00000473308	processed_transcript	0	1	0	23	0	0	0	0	0	0	0	11	0	4	0	1	0	0	0	1	0	0	0	0	0	0	8
C1orf68	ENSG00000198854	ENST00000368775	protein_coding	0	1	3	62	2	0	0	0	0	0	0	40	0	0	3	0	0	0	0	0	0	0	0	0	0	1	20
C1orf74	ENSG00000162757	ENST00000294811	protein_coding	0	0	1	27	3	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16
C1orf87	ENSG00000162598	ENST00000371201	protein_coding	0	1	2	109	0	0	0	0	0	0	0	6	0	96	2	0	0	0	0	0	0	0	0	0	0	1	7
C1orf87	ENSG00000162598	ENST00000450089	protein_coding	0	1	1	110	0	0	0	0	0	0	0	6	0	97	1	0	0	0	0	0	0	0	0	0	0	1	7
C1orf87	ENSG00000162598	ENST00000486478	processed_transcript	0	0	0	61	0	0	0	0	0	0	0	11	0	39	0	3	0	0	0	0	0	0	0	0	0	0	8
C1orf87	ENSG00000162598	ENST00000488027	processed_transcript	0	0	0	53	0	0	0	0	0	0	0	6	0	37	0	2	0	0	0	0	0	0	0	0	0	0	8
C1orf87	ENSG00000162598	ENST00000491817	processed_transcript	0	0	0	53	0	0	0	0	0	0	0	6	0	41	0	2	0	0	0	0	0	0	0	0	0	0	4
C1orf94	ENSG00000142698	ENST00000373374	protein_coding	0	3	2	160	3	0	0	0	0	0	0	8	0	144	2	0	0	0	0	1	0	0	0	0	0	2	6
C1orf94	ENSG00000142698	ENST00000488417	protein_coding	0	3	2	150	3	0	2	0	0	0	0	8	0	131	2	0	0	0	0	1	0	0	0	0	0	2	7
C2CD4D	ENSG00000225556	ENST00000454109	protein_coding	0	1	0	40	1	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	1	21
C2CD4D-AS1	ENSG00000234614	ENST00000434182		0	1	0	48	0	0	0	0	0	0	0	8	0	25	0	6	0	0	0	1	0	0	0	0	0	0	10
C4BPA	ENSG00000123838	ENST00000367070	protein_coding	0	2	1	136	0	0	1	0	0	0	0	6	0	108	1	0	0	0	0	0	0	0	0	0	0	2	21
C4BPA	ENSG00000123838	ENST00000421786	protein_coding	0	0	0	109	0	0	1	0	0	0	0	15	0	72	0	0	0	0	0	0	0	0	0	0	0	0	21
C4BPA	ENSG00000123838	ENST00000424088	nonsense_mediated_decay	0	0	0	78	0	0	1	0	0	0	0	30	0	25	0	1	0	0	0	0	0	0	0	0	0	0	21
C4BPAP1	ENSG00000224462	ENST00000415474	unprocessed_pseudogene	0	0	0	43	0	0	0	0	0	0	0	15	0	19	0	1	0	0	0	0	0	0	0	0	0	0	8
